_REF_DATE_,GEO,DGUID,Statistic,Expenditures,UOM,VALUE
2011,Atlantic Region,2016A00011,Average expenditure per household,Child care in the home (regular and occasional),Dollars,62
2012,Atlantic Region,2016A00011,Average expenditure per household,Child care in the home (regular and occasional),Dollars,69
2013,Atlantic Region,2016A00011,Average expenditure per household,Child care in the home (regular and occasional),Dollars,34
2014,Atlantic Region,2016A00011,Average expenditure per household,Child care in the home (regular and occasional),Dollars,97
2016,Atlantic Region,2016A00011,Average expenditure per household,Child care in the home (regular and occasional),Dollars,38
2017,Atlantic Region,2016A00011,Average expenditure per household,Child care in the home (regular and occasional),Dollars,53
2010,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,495
2011,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,505
2012,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,531
2013,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,476
2014,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,500
2015,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,526
2016,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,514
2017,Atlantic Region,2016A00011,Average expenditure per household,Furniture,Dollars,532
2010,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,22
2011,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,19
2012,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,20
2013,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,22
2014,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,19
2015,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,25
2016,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,22
2017,Atlantic Region,2016A00011,Average expenditure per household,"Rugs, mats and underpadding",Dollars,21
2010,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,59
2011,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,68
2012,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,79
2013,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,64
2014,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,59
2015,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,66
2016,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,73
2017,Atlantic Region,2016A00011,Average expenditure per household,"Art, antiques and decorative ware",Dollars,70
2010,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,81
2011,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,75
2012,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,74
2013,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,97
2014,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,94
2015,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,66
2016,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,103
2017,Atlantic Region,2016A00011,Average expenditure per household,Linens,Dollars,85
2010,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,85
2011,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,62
2012,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,81
2013,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,85
2014,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,91
2015,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,94
2016,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,56
2017,Atlantic Region,2016A00011,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,79
2010,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,90
2011,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,77
2012,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,76
2013,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,88
2014,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,73
2015,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,75
2016,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,93
2017,Atlantic Region,2016A00011,Average expenditure per household,Refrigerators and freezers,Dollars,76
2010,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,14
2011,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,14
2012,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,15
2013,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,13
2014,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,13
2015,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,14
2016,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,13
2017,Atlantic Region,2016A00011,Average expenditure per household,Microwave ovens,Dollars,13
2010,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,65
2011,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,76
2012,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,77
2013,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,75
2014,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,77
2015,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,69
2016,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,78
2017,Atlantic Region,2016A00011,Average expenditure per household,Cooking appliances,Dollars,74
2010,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,97
2011,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,110
2012,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,89
2013,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,84
2014,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,86
2015,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,83
2016,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,88
2017,Atlantic Region,2016A00011,Average expenditure per household,Washers and dryers,Dollars,93
2010,Atlantic Region,2016A00011,Average expenditure per household,Dishwashers,Dollars,25
2011,Atlantic Region,2016A00011,Average expenditure per household,Dishwashers,Dollars,20
